Equipa Médica,Número de Consultas,Data Consulta
Não Aplicável - NA,5,2023-11-27
SM,14,2023-05-12
PD,10,2023-11-04
SM,9,2023-08-11
Não Aplicável - NA,11,2023-11-23
MJG,11,2023-10-04
MJG,15,2023-05-28
MJG,6,2023-06-11
Não Aplicável - NA,6,2023-05-01
PM,14,2024-03-21
PM,10,2023-09-10
MJG,9,2023-06-30
PD,8,2023-11-14
PD,5,2024-02-08
MJG,10,2023-07-11
SM,11,2024-04-10
PM,13,2024-01-29
PM,8,2023-07-28
MJG,11,2023-09-09
SM,10,2024-04-10
MJG,6,2023-07-21
PD,8,2023-11-07
SM,11,2023-08-15
PD,14,2024-02-24
SM,9,2023-08-24
PD,14,2023-10-08
Não Aplicável - NA,5,2023-09-25
Não Aplicável - NA,15,2023-07-06
SM,13,2023-09-09
PM,12,2023-10-11
PM,12,2024-02-07
PD,6,2023-10-27
MJG,9,2023-05-28
SM,13,2023-09-30
MJG,11,2024-03-16
Não Aplicável - NA,9,2023-11-16
PM,5,2024-01-14
PM,15,2024-03-29
SM,11,2023-07-01
PM,11,2023-12-12
MJG,9,2023-09-19
MJG,9,2024-01-15
Não Aplicável - NA,13,2024-03-26
PD,10,2023-08-06
SM,13,2024-03-20
MJG,10,2023-08-21
SM,8,2023-12-05
Não Aplicável - NA,9,2023-06-29
MJG,5,2023-06-02
PD,5,2023-11-23
SM,8,2023-10-16
PD,15,2023-11-04
PD,5,2024-03-31
SM,6,2024-02-12
PD,14,2023-05-23
Não Aplicável - NA,13,2024-04-13
PM,10,2023-11-24
MJG,12,2023-05-25
MJG,12,2023-05-27
MJG,12,2023-07-29
MJG,12,2023-09-20
Não Aplicável - NA,5,2024-01-31
Não Aplicável - NA,8,2023-06-07
PD,6,2023-12-08
MJG,7,2023-04-27
MJG,11,2023-07-13
MJG,11,2023-12-31
SM,7,2023-05-12
Não Aplicável - NA,14,2023-09-06
MJG,6,2023-12-11
MJG,6,2023-10-17
PD,9,2023-08-20
Não Aplicável - NA,15,2023-08-14
SM,9,2023-05-22
SM,5,2023-09-08
SM,14,2024-01-28
Não Aplicável - NA,13,2023-08-25
SM,5,2024-01-28
PD,6,2023-12-13
Não Aplicável - NA,14,2023-06-07
Não Aplicável - NA,5,2023-11-18
Não Aplicável - NA,14,2024-04-06
PD,14,2024-03-02
MJG,15,2024-01-01
MJG,5,2023-05-16
PD,11,2024-02-19
SM,14,2024-01-08
PM,13,2023-06-16
Não Aplicável - NA,11,2024-02-23
Não Aplicável - NA,14,2024-01-26
Não Aplicável - NA,7,2023-05-05
Não Aplicável - NA,7,2023-11-13
Não Aplicável - NA,12,2023-12-04
PD,14,2023-10-04
PD,7,2023-05-17
SM,11,2023-12-09
SM,6,2023-04-24
SM,5,2024-04-14
MJG,11,2023-09-04
MJG,11,2024-02-06
SM,12,2023-08-06
MJG,14,2024-03-30
PD,10,2023-08-28
PM,10,2023-09-09
SM,11,2024-02-20
SM,8,2023-06-16
PM,6,2023-10-19
Não Aplicável - NA,10,2023-11-13
PD,6,2023-09-06
SM,5,2024-03-25
SM,11,2023-11-23
Não Aplicável - NA,15,2024-01-01
PD,7,2023-12-16
PM,7,2023-07-03
PD,9,2023-10-13
SM,12,2024-03-09
PD,13,2023-07-31
Não Aplicável - NA,5,2024-03-18
PD,15,2024-01-01
SM,12,2023-06-05
PD,5,2023-06-05
Não Aplicável - NA,8,2023-04-18
SM,7,2023-09-14
PD,15,2023-09-14
Não Aplicável - NA,7,2023-08-07
SM,11,2024-03-29
Não Aplicável - NA,10,2023-10-08
MJG,6,2023-12-17
PD,11,2024-03-27
Não Aplicável - NA,15,2023-10-25
MJG,5,2023-12-22
Não Aplicável - NA,14,2023-07-25
PM,11,2023-12-12
MJG,8,2023-11-23
PM,10,2023-08-30
MJG,6,2023-07-24
PM,15,2023-08-17
PD,8,2023-11-08
SM,5,2023-08-14
Não Aplicável - NA,8,2024-01-16
PD,7,2024-01-28
SM,13,2023-08-30
MJG,13,2024-01-06
PD,7,2023-05-01
PD,5,2023-09-19
MJG,9,2023-04-25
PM,13,2023-05-22
Não Aplicável - NA,11,2024-02-26
SM,6,2023-05-29
MJG,15,2023-09-20
PM,9,2024-01-17
SM,11,2023-06-05
MJG,10,2023-05-10
SM,6,2023-10-26
MJG,12,2024-04-02
PD,11,2023-06-01
MJG,13,2023-12-19
Não Aplicável - NA,6,2024-02-29
PM,6,2023-08-07
MJG,8,2023-12-28
SM,14,2023-10-31
PM,10,2023-06-24
MJG,6,2023-10-14
Não Aplicável - NA,10,2023-06-20
Não Aplicável - NA,11,2023-10-24
MJG,8,2024-02-10
Não Aplicável - NA,14,2023-11-05
MJG,8,2024-02-20
PM,5,2023-10-25
PD,11,2023-11-20
MJG,13,2023-07-10
PM,14,2023-11-14
PD,8,2024-03-14
SM,14,2024-03-03
PD,15,2024-03-04
PM,14,2024-03-25
MJG,6,2023-06-11
PD,6,2024-02-16
SM,12,2023-08-12
MJG,10,2024-01-13
PM,10,2024-03-25
PM,6,2023-09-22
Não Aplicável - NA,7,2024-04-10
MJG,14,2024-03-25
MJG,8,2023-08-31
SM,11,2023-11-24
PM,10,2024-01-18
MJG,7,2023-09-08
MJG,5,2023-08-13
SM,11,2024-01-16
SM,7,2024-01-08
PD,13,2024-03-09
PD,13,2024-04-11
SM,5,2023-04-25
PD,8,2023-12-26
Não Aplicável - NA,13,2023-11-17
MJG,11,2023-08-14
SM,5,2023-09-18
PD,6,2024-02-18
SM,10,2023-08-30
Não Aplicável - NA,13,2024-04-05
SM,5,2023-11-06
Não Aplicável - NA,9,2023-12-13
SM,7,2024-01-14
MJG,7,2023-08-04
PD,5,2023-06-09
MJG,13,2023-09-03
MJG,14,2023-10-18
SM,10,2023-10-29
SM,13,2023-06-27
MJG,13,2023-07-08
MJG,8,2024-01-23
Não Aplicável - NA,12,2024-04-08
PD,9,2024-04-01
Não Aplicável - NA,11,2023-10-20
PM,14,2023-07-09
PD,8,2023-05-10
PD,13,2023-11-02
SM,6,2024-04-11
SM,6,2023-10-07
SM,7,2023-10-02
PD,8,2024-02-11
PD,6,2024-02-23
PD,5,2024-03-14
PM,6,2023-09-15
PM,12,2024-02-13
PD,8,2023-11-04
SM,14,2023-10-29
PD,5,2024-02-18
PM,9,2024-01-15
Não Aplicável - NA,6,2023-04-23
Não Aplicável - NA,9,2024-01-18
SM,12,2024-03-21
PM,9,2023-05-31
SM,11,2024-01-13
SM,8,2023-09-25
MJG,12,2023-12-29
PM,15,2023-09-08
MJG,13,2024-01-06
Não Aplicável - NA,7,2023-12-16
SM,14,2023-09-05
Não Aplicável - NA,9,2023-11-13
SM,11,2023-07-25
Não Aplicável - NA,7,2024-03-08
MJG,10,2024-01-24
Não Aplicável - NA,10,2024-01-16
PM,6,2024-04-11
PM,13,2023-08-26
Não Aplicável - NA,8,2023-11-08
Não Aplicável - NA,10,2023-09-06
PD,12,2023-11-17
MJG,11,2023-09-28
PD,13,2024-01-12
SM,15,2024-03-21
Não Aplicável - NA,7,2023-10-18
MJG,7,2023-09-25
PM,14,2024-04-01
SM,6,2023-07-05
MJG,13,2024-03-23
MJG,8,2023-11-29
MJG,9,2023-07-25
PM,14,2023-04-28
MJG,6,2023-12-21
PD,11,2024-01-20
PM,9,2023-09-12
PD,10,2024-02-26
MJG,13,2024-02-22
MJG,12,2023-06-06
Não Aplicável - NA,10,2024-02-16
SM,5,2023-06-19
PM,7,2023-11-24
MJG,12,2024-01-07
MJG,12,2023-06-02
PD,14,2023-11-29
Não Aplicável - NA,11,2023-07-07
SM,11,2024-02-14
Não Aplicável - NA,12,2023-09-03
PD,13,2023-10-22
PD,5,2023-10-03
PD,6,2023-08-25
PD,12,2024-01-14
PM,6,2023-07-10
Não Aplicável - NA,5,2024-02-17
Não Aplicável - NA,8,2023-06-18
PD,10,2024-03-01
SM,13,2024-02-08
Não Aplicável - NA,12,2023-04-17
SM,12,2023-10-20
MJG,6,2024-02-02
SM,11,2023-05-05
MJG,14,2023-07-10
Não Aplicável - NA,10,2024-03-21
Não Aplicável - NA,5,2023-08-15
PD,10,2024-03-24
Não Aplicável - NA,10,2023-06-28
SM,7,2024-01-29
PM,12,2024-02-09
MJG,12,2023-10-14
PM,12,2024-01-14
SM,14,2024-02-14
SM,11,2023-10-15
MJG,14,2023-11-11
SM,5,2024-03-31
SM,14,2024-04-11
Não Aplicável - NA,8,2023-12-10
PM,6,2023-05-23
SM,15,2023-12-11
SM,7,2023-11-02
PM,8,2023-10-19
Não Aplicável - NA,14,2023-10-10
PM,9,2023-05-18
SM,15,2024-01-06
MJG,5,2023-05-28
SM,15,2023-10-22
SM,6,2024-03-21
SM,13,2023-11-19
Não Aplicável - NA,10,2023-08-24
PM,9,2023-08-27
PD,12,2023-11-24
Não Aplicável - NA,6,2023-12-27
MJG,8,2024-01-31
PM,10,2023-04-21
PD,6,2023-07-13
Não Aplicável - NA,12,2023-10-23
PD,14,2023-07-05
PM,8,2023-06-29
PD,12,2023-08-16
Não Aplicável - NA,9,2023-08-16
PM,13,2024-02-21
MJG,10,2024-01-08
MJG,8,2023-07-04
SM,15,2023-10-18
PM,11,2023-11-19
MJG,8,2023-07-02
PD,15,2023-06-28
Não Aplicável - NA,13,2024-02-02
MJG,12,2024-04-07
PD,15,2024-03-10
PM,8,2023-08-11
MJG,10,2023-09-23
SM,13,2024-02-16
PD,15,2024-01-09
PD,14,2023-06-27
SM,11,2023-07-07
PD,14,2023-04-20
Não Aplicável - NA,7,2023-06-16
PM,10,2023-09-08
Não Aplicável - NA,10,2023-11-09
SM,8,2023-05-17
PD,7,2024-01-29
PM,8,2023-12-19
PD,6,2024-02-05
SM,11,2023-06-15
PD,10,2024-03-21
PD,7,2023-08-06
MJG,5,2024-02-02
Não Aplicável - NA,12,2023-11-05
PM,8,2023-12-17
PM,5,2023-11-30
Não Aplicável - NA,6,2023-12-09
PD,14,2023-08-07
PM,10,2023-05-13
Não Aplicável - NA,15,2023-10-29
PM,7,2023-12-15
Não Aplicável - NA,8,2023-12-26
PM,14,2024-04-02
SM,5,2024-02-16
PM,13,2024-01-08
PM,7,2023-12-06
PD,6,2023-08-03
PM,11,2024-02-24
MJG,13,2024-03-02
Não Aplicável - NA,15,2023-06-03
PM,7,2024-02-12
Não Aplicável - NA,12,2023-12-16
PM,8,2024-02-02
PD,11,2023-07-30
Não Aplicável - NA,7,2023-10-08
MJG,12,2024-01-19
SM,10,2023-06-14
SM,14,2023-05-12
SM,11,2023-10-11
Não Aplicável - NA,12,2023-09-07
MJG,14,2024-04-06
PD,9,2024-02-16
MJG,6,2024-03-21
PD,5,2024-03-29
MJG,15,2024-01-11
PD,13,2023-06-28
SM,8,2024-04-07
MJG,12,2024-03-10
SM,9,2023-11-29
MJG,5,2023-12-23
PD,5,2023-12-24
MJG,11,2024-03-07
PM,8,2023-12-27
MJG,7,2024-01-13
MJG,6,2023-07-05
Não Aplicável - NA,5,2023-10-23
PM,10,2023-04-20
PD,9,2024-02-05
PM,10,2023-09-05
PM,9,2023-08-15
SM,11,2023-12-08
PD,12,2023-10-11
PM,12,2023-09-15
PM,11,2023-04-20
PM,13,2023-07-23
PD,11,2023-11-03
PD,9,2023-10-17
PM,13,2023-11-28
PM,14,2024-01-06
MJG,9,2024-01-23
MJG,9,2023-12-09
SM,10,2023-08-07
Não Aplicável - NA,14,2023-08-20
PM,9,2024-01-04
SM,8,2023-08-31
SM,6,2024-03-18
Não Aplicável - NA,9,2024-03-10
SM,14,2023-09-30
SM,12,2024-04-08
Não Aplicável - NA,8,2024-01-19
PM,8,2023-05-18
MJG,6,2023-06-29
MJG,15,2023-11-25
MJG,8,2024-01-13
MJG,8,2023-12-05
PD,10,2024-03-12
SM,15,2024-01-04
PD,7,2023-08-11
Não Aplicável - NA,8,2023-10-30
SM,6,2023-11-27
Não Aplicável - NA,14,2023-10-10
PD,6,2024-03-26
Não Aplicável - NA,8,2024-03-08
Não Aplicável - NA,15,2024-02-13
MJG,8,2024-03-02
SM,11,2023-12-15
Não Aplicável - NA,14,2023-11-16
PM,11,2023-06-13
PM,6,2023-12-08
Não Aplicável - NA,8,2023-06-19
MJG,10,2024-01-31
PD,6,2023-08-07
PM,12,2023-10-10
PM,13,2023-10-14
PM,6,2023-05-24
PM,9,2023-12-29
PD,7,2023-10-11
PM,11,2024-03-04
Não Aplicável - NA,8,2023-06-19
MJG,11,2024-03-04
MJG,7,2023-08-14
MJG,15,2023-05-18
PD,10,2023-07-25
PM,6,2023-05-24
PM,15,2023-05-31
Não Aplicável - NA,10,2023-04-19
MJG,9,2024-03-20
SM,14,2024-04-13
PD,7,2024-04-13
PD,11,2023-10-16
MJG,6,2023-06-25
MJG,10,2024-01-06
MJG,15,2024-02-03
MJG,5,2023-05-24
PD,10,2023-12-09
MJG,9,2023-11-21
PD,9,2023-06-21
Não Aplicável - NA,12,2024-04-08
MJG,15,2023-08-01
Não Aplicável - NA,5,2023-08-20
PM,9,2024-01-05
PD,12,2024-02-07
PD,15,2023-05-13
SM,15,2023-05-21
PD,5,2023-04-22
Não Aplicável - NA,15,2023-11-25
PM,15,2024-01-12
Não Aplicável - NA,12,2024-02-26
Não Aplicável - NA,13,2023-09-10
Não Aplicável - NA,12,2023-07-20
SM,10,2024-04-13
Não Aplicável - NA,5,2024-01-20
PD,13,2023-08-31
PD,7,2023-05-10
MJG,5,2023-07-12
PM,10,2023-10-29
PM,8,2023-09-30
SM,9,2023-07-10
PM,5,2023-08-27
PM,8,2023-07-08
Não Aplicável - NA,15,2024-02-28
SM,12,2024-02-18
Não Aplicável - NA,14,2023-04-18
PD,8,2023-11-06
PM,12,2024-01-17
SM,5,2023-12-28
PD,7,2023-07-18
MJG,13,2023-10-12
PM,7,2023-07-26
MJG,9,2023-12-19
Não Aplicável - NA,5,2023-12-08
PD,10,2023-12-16
SM,11,2023-11-18
MJG,9,2023-09-17
SM,13,2024-03-17
Não Aplicável - NA,7,2024-04-06
MJG,10,2023-10-04
Não Aplicável - NA,8,2023-08-11
MJG,15,2024-02-03
PM,9,2023-10-31
PD,9,2024-02-11
MJG,9,2024-03-18
PD,15,2023-12-06
PM,13,2023-07-30
Não Aplicável - NA,5,2023-09-22
Não Aplicável - NA,12,2024-03-17
MJG,15,2024-02-12
PM,13,2024-02-13
SM,9,2023-11-01
SM,12,2023-07-03
PD,9,2023-05-19
MJG,7,2023-09-08
SM,6,2023-10-31
Não Aplicável - NA,5,2023-12-16
SM,11,2023-08-01
PM,10,2024-02-02
PD,5,2023-05-15
Não Aplicável - NA,10,2023-12-11
Não Aplicável - NA,15,2024-02-16
Não Aplicável - NA,11,2024-02-24
PD,6,2023-06-14
MJG,14,2023-06-19
Não Aplicável - NA,12,2023-04-23
SM,13,2024-03-13
MJG,7,2023-09-18
MJG,5,2023-05-29
PD,9,2023-10-19
MJG,10,2024-02-15
PM,13,2023-06-07
SM,6,2023-08-27
PD,15,2023-08-05
MJG,8,2024-04-07
Não Aplicável - NA,15,2024-02-02
MJG,10,2024-01-16
PD,5,2023-05-11
PM,8,2024-03-14
PD,8,2024-04-07
MJG,12,2024-01-21
PD,5,2023-12-24
SM,11,2024-04-14
PD,11,2024-01-07
Não Aplicável - NA,9,2023-06-30
Não Aplicável - NA,13,2023-07-22
MJG,6,2023-12-09
SM,9,2023-06-17
MJG,5,2023-05-05
Não Aplicável - NA,6,2023-05-22
PD,12,2023-07-10
Não Aplicável - NA,14,2023-08-05
SM,15,2023-09-07
PM,15,2024-01-22
Não Aplicável - NA,12,2024-01-28
PM,15,2024-04-10
SM,5,2023-04-20
PD,10,2024-01-30
PM,15,2024-02-27
MJG,12,2023-05-09
PM,12,2023-05-09
SM,10,2024-01-22
Não Aplicável - NA,7,2023-10-01
SM,7,2023-08-29
Não Aplicável - NA,14,2024-03-16
SM,13,2024-02-13
SM,6,2023-07-22
SM,6,2024-04-02
MJG,13,2024-01-26
SM,14,2023-06-15
Não Aplicável - NA,5,2024-02-06
PD,15,2024-02-11
SM,12,2023-04-17
PD,7,2023-07-28
MJG,15,2023-12-28
MJG,12,2023-06-20
MJG,14,2023-08-26
MJG,6,2023-08-19
Não Aplicável - NA,5,2023-08-29
PM,9,2024-02-07
SM,7,2023-05-05
PD,10,2023-05-04
PM,6,2023-04-25
PM,9,2023-09-07
MJG,9,2024-01-13
MJG,6,2023-09-17
SM,7,2024-04-02
SM,7,2023-04-29
MJG,11,2023-12-05
SM,5,2023-12-10
PM,5,2023-04-17
MJG,14,2024-02-22
PD,8,2023-10-31
Não Aplicável - NA,11,2023-04-23
SM,9,2023-06-10
SM,5,2024-01-20
PD,11,2024-02-27
MJG,10,2024-01-27
PD,9,2023-08-10
Não Aplicável - NA,10,2023-07-09
Não Aplicável - NA,12,2023-10-07
MJG,15,2023-12-25
MJG,10,2024-03-19
PM,5,2023-05-03
PD,7,2023-06-29
PM,10,2023-10-03
Não Aplicável - NA,10,2023-05-26
Não Aplicável - NA,5,2023-09-08
PD,6,2023-09-01
MJG,13,2023-11-02
PM,7,2023-11-08
Não Aplicável - NA,13,2023-12-31
MJG,8,2023-05-18
MJG,5,2023-11-06
PM,13,2023-11-06
MJG,12,2024-02-21
Não Aplicável - NA,5,2023-05-21
PM,9,2023-05-09
SM,15,2023-06-02
MJG,6,2023-08-14
SM,10,2023-09-08
Não Aplicável - NA,12,2023-10-12
SM,10,2024-02-01
SM,11,2023-08-15
PD,8,2023-10-05
MJG,8,2023-05-24
SM,12,2023-07-07
PD,5,2024-01-31
PM,5,2023-05-16
PM,11,2023-06-27
SM,5,2023-05-21
SM,6,2024-03-26
PD,6,2023-07-06
Não Aplicável - NA,14,2023-12-08
Não Aplicável - NA,7,2024-01-19
MJG,11,2023-04-30
Não Aplicável - NA,15,2023-07-07
PM,7,2023-11-05
PM,14,2023-09-04
PD,9,2023-09-30
Não Aplicável - NA,10,2023-10-21
Não Aplicável - NA,6,2023-12-28
Não Aplicável - NA,5,2023-12-19
SM,11,2023-06-10
MJG,10,2023-10-05
SM,9,2024-02-27
SM,13,2023-06-12
PM,7,2023-12-02
SM,5,2023-09-25
PD,13,2023-07-13
MJG,13,2024-02-09
SM,10,2023-07-26
MJG,9,2023-07-13
PM,12,2024-01-09
PD,13,2023-07-29
PM,14,2024-03-27
SM,5,2023-12-22
PD,8,2023-11-19
PM,12,2023-11-06
SM,6,2023-10-25
Não Aplicável - NA,6,2024-01-27
MJG,12,2024-02-21
Não Aplicável - NA,10,2023-08-22
PM,5,2023-06-16
SM,12,2023-10-11
PM,11,2023-11-04
SM,14,2024-03-06
Não Aplicável - NA,6,2023-12-19
SM,11,2023-12-29
Não Aplicável - NA,5,2023-11-02
SM,13,2023-05-14
PM,5,2023-10-16
MJG,13,2024-04-04
Não Aplicável - NA,12,2023-08-15
PM,8,2023-04-27
MJG,14,2024-01-11
PD,10,2023-06-07
PM,7,2023-06-25
Não Aplicável - NA,15,2023-10-27
SM,12,2023-06-21
Não Aplicável - NA,14,2023-11-24
MJG,6,2023-06-18
PM,5,2024-01-16
PD,10,2023-10-12
MJG,14,2024-02-29
PD,13,2024-03-28
Não Aplicável - NA,12,2023-11-16
Não Aplicável - NA,13,2023-09-24
Não Aplicável - NA,13,2023-12-01
SM,13,2023-05-11
PD,13,2023-05-14
MJG,7,2023-05-14
MJG,8,2023-07-05
Não Aplicável - NA,9,2023-08-18
PD,7,2023-11-24
SM,6,2023-10-20
PD,7,2024-01-25
MJG,12,2023-08-15
PM,15,2023-08-26
Não Aplicável - NA,15,2023-11-28
PM,11,2024-03-20
PD,9,2023-10-23
SM,9,2023-12-22
MJG,8,2024-03-22
Não Aplicável - NA,15,2024-03-16
PD,14,2023-12-30
PM,11,2023-07-15
Não Aplicável - NA,6,2023-08-13
PM,10,2023-06-29
PM,9,2023-07-24
Não Aplicável - NA,15,2024-03-06
PM,13,2023-07-28
MJG,5,2023-11-09
PM,7,2023-04-27
Não Aplicável - NA,6,2023-04-20
SM,8,2023-07-24
MJG,12,2023-04-22
MJG,14,2024-03-20
SM,10,2024-02-26
MJG,12,2023-09-10
SM,7,2023-10-05
PM,15,2023-06-01
PM,5,2024-01-12
MJG,12,2024-01-27
MJG,9,2023-08-17
MJG,10,2023-09-30
Não Aplicável - NA,6,2023-12-24
PM,8,2023-06-10
Não Aplicável - NA,13,2023-09-27
MJG,13,2023-05-27
MJG,7,2024-01-26
MJG,9,2023-05-14
MJG,6,2023-11-30
PM,5,2024-01-20
MJG,6,2023-08-09
Não Aplicável - NA,13,2023-12-17
Não Aplicável - NA,15,2024-03-06
MJG,13,2024-02-25
MJG,9,2024-03-20
SM,11,2023-12-28
Não Aplicável - NA,14,2023-11-29
MJG,7,2023-06-22
SM,9,2024-01-18
PD,14,2024-03-24
SM,8,2023-07-16
SM,6,2023-11-03
PM,14,2023-09-29
PD,11,2023-09-17
SM,9,2023-10-30
PD,12,2023-05-05
MJG,7,2023-11-13
PD,12,2023-07-11
Não Aplicável - NA,14,2023-07-23
MJG,9,2023-05-15
PD,14,2024-01-09
SM,14,2024-04-05
PD,7,2024-02-19
Não Aplicável - NA,11,2024-01-22
Não Aplicável - NA,15,2024-02-01
PD,7,2023-08-25
PD,10,2023-12-05
SM,6,2023-11-27
PD,8,2023-10-18
PM,6,2024-03-17
MJG,12,2023-06-20
Não Aplicável - NA,6,2023-12-07
MJG,6,2024-02-28
PD,11,2023-11-03
PM,8,2023-11-19
PM,10,2023-06-17
Não Aplicável - NA,10,2024-01-24
Não Aplicável - NA,10,2023-05-20
PD,5,2024-01-17
PM,5,2023-09-19
PD,10,2023-08-16
MJG,8,2024-03-27
PM,15,2024-01-19
Não Aplicável - NA,15,2023-10-15
PD,7,2023-04-22
PM,12,2024-02-22
MJG,15,2024-02-24
PD,5,2023-10-13
PM,7,2023-10-26
Não Aplicável - NA,11,2023-10-02
PM,11,2023-04-23
PM,11,2023-10-30
MJG,6,2023-07-04
PM,14,2024-02-10
PD,14,2023-05-29
Não Aplicável - NA,14,2023-12-26
PD,7,2023-06-30
MJG,8,2023-11-02
MJG,11,2023-10-15
PM,12,2023-07-02
PD,11,2024-02-03
Não Aplicável - NA,10,2023-11-26
SM,8,2023-11-24
Não Aplicável - NA,14,2023-09-21
PD,12,2024-03-02
MJG,14,2023-05-30
Não Aplicável - NA,10,2024-02-21
Não Aplicável - NA,10,2023-05-01
SM,11,2023-09-27
MJG,9,2024-03-06
PD,11,2023-04-19
Não Aplicável - NA,10,2024-01-27
PM,5,2023-09-12
Não Aplicável - NA,9,2023-10-20
PM,8,2023-05-12
PD,15,2023-12-29
PM,11,2024-03-29
SM,11,2023-08-16
MJG,5,2023-09-29
MJG,7,2023-09-01
MJG,7,2023-12-16
Não Aplicável - NA,11,2023-08-05
MJG,15,2023-11-09
SM,7,2023-10-26
PM,9,2023-12-19
PM,9,2023-09-02
SM,15,2023-11-02
PD,15,2023-09-05
SM,9,2024-03-20
SM,11,2023-09-21
PM,10,2023-05-08
SM,13,2023-11-24
PM,11,2023-09-07
SM,10,2023-07-16
PM,5,2024-02-03
PD,5,2024-02-13
SM,10,2024-01-26
Não Aplicável - NA,15,2024-02-01
MJG,8,2024-03-31
PD,12,2024-03-18
MJG,9,2024-01-19
Não Aplicável - NA,7,2023-09-07
SM,9,2023-11-29
Não Aplicável - NA,9,2024-01-04
SM,8,2023-12-02
PD,13,2023-06-16
MJG,10,2024-01-11
MJG,5,2024-03-03
PM,14,2023-04-17
PM,7,2023-11-02
MJG,10,2023-05-10
MJG,12,2023-06-13
MJG,11,2023-10-12
Não Aplicável - NA,11,2023-08-30
MJG,8,2023-05-28
Não Aplicável - NA,11,2023-10-23
PD,8,2023-04-28
PD,10,2023-05-27
PD,12,2024-04-09
Não Aplicável - NA,15,2023-10-17
MJG,13,2024-02-17
MJG,5,2023-11-04
PM,11,2023-10-17
SM,6,2024-04-05
MJG,11,2023-09-27
MJG,5,2023-11-06
MJG,7,2023-11-23
PD,10,2023-05-09
SM,5,2023-07-04
Não Aplicável - NA,6,2024-04-10
Não Aplicável - NA,8,2024-03-18
MJG,10,2023-07-23
PM,6,2024-02-05
MJG,11,2023-08-21
PM,15,2023-12-14
PM,9,2023-09-21
PD,8,2024-03-03
PM,13,2023-11-15
PD,14,2023-12-02
Não Aplicável - NA,15,2023-06-06
SM,11,2023-09-20
PM,14,2023-06-26
SM,13,2024-02-22
MJG,10,2024-01-23
MJG,7,2024-03-05
PM,5,2024-03-06
Não Aplicável - NA,9,2024-02-23
PM,6,2023-06-29
PM,9,2024-03-12
MJG,10,2023-11-11
Não Aplicável - NA,6,2023-09-04
SM,7,2023-04-19
PD,15,2023-07-03
SM,6,2023-07-31
SM,9,2024-02-19
PM,7,2023-06-01
SM,9,2023-11-18
SM,6,2024-04-12
SM,14,2023-12-09
PM,7,2024-02-01
PM,8,2023-10-18
SM,11,2024-03-31
Não Aplicável - NA,5,2024-03-25
MJG,11,2024-02-09
Não Aplicável - NA,7,2023-11-23
PM,15,2023-11-07
SM,11,2023-05-25
SM,11,2023-09-26
SM,10,2023-05-07
PD,11,2023-08-11
PM,10,2023-12-05
SM,5,2023-07-03
PD,13,2023-11-23
PM,6,2023-08-01
SM,8,2024-03-21
PD,8,2023-10-05
PM,8,2023-09-23
MJG,12,2023-10-10
Não Aplicável - NA,11,2023-09-09
MJG,10,2023-11-22
SM,5,2023-07-29
SM,6,2024-01-06
MJG,15,2024-02-10
MJG,7,2024-03-24
SM,11,2023-10-10
PD,5,2023-11-09
MJG,15,2023-12-02
SM,10,2024-01-23
MJG,12,2024-01-11
SM,8,2024-02-21
SM,7,2023-05-16
SM,9,2023-09-17
PD,7,2023-06-21
SM,10,2023-05-09
PD,15,2023-06-14
